timestamp,elapsed,x,y,raw_heading,filtered_heading,target_angle,angle_error,P,D,correction,left_speed,right_speed,distance_to_target
1761993970.442,4.693,4.410,2.130,101.88,96.68,266.91,170.23,85.12,-3.09,45.00,-45.0,45.0,2.414
1761993970.463,4.714,4.410,2.130,101.88,97.98,266.91,168.93,84.47,-3.09,45.00,-45.0,45.0,2.414
1761993970.487,4.738,4.410,2.130,118.38,101.32,266.91,165.59,82.80,-5.00,45.00,-45.0,45.0,2.414
1761993970.509,4.760,4.410,2.130,118.38,104.69,266.91,162.23,81.11,-5.00,45.00,-45.0,45.0,2.414
1761993970.530,4.781,4.390,2.080,118.38,108.05,268.08,160.03,80.02,-5.00,45.00,-45.0,45.0,2.391
1761993970.551,4.802,4.390,2.080,118.38,110.13,268.08,157.95,78.98,-4.95,45.00,-45.0,45.0,2.391
1761993970.572,4.823,4.390,2.080,112.58,111.48,268.08,156.61,78.30,-3.20,45.00,-45.0,45.0,2.391
1761993970.604,4.855,4.390,2.080,112.58,112.82,268.08,155.27,77.63,-2.13,45.00,-45.0,45.0,2.391
1761993970.625,4.876,4.390,2.080,112.58,114.15,268.08,153.93,76.96,-3.15,45.00,-45.0,45.0,2.391
1761993970.646,4.897,4.390,2.080,112.58,115.48,268.08,152.60,76.30,-3.14,45.00,-45.0,45.0,2.391
1761993970.667,4.918,4.390,2.080,112.58,114.76,268.08,153.33,76.66,1.71,45.00,-45.0,45.0,2.391
1761993970.688,4.939,4.390,2.080,98.45,112.28,268.08,155.80,77.90,5.00,45.00,-45.0,45.0,2.391
1761993970.710,4.961,4.390,2.080,98.45,109.79,268.08,158.29,79.15,5.00,45.00,-45.0,45.0,2.391
1761993970.731,4.982,4.390,2.080,98.45,107.29,268.08,160.79,80.40,5.00,45.00,-45.0,45.0,2.391
1761993970.752,5.003,4.460,1.830,98.45,105.52,273.95,168.44,84.22,5.00,45.00,-45.0,45.0,2.466
1761993970.773,5.024,4.460,1.830,98.45,103.74,273.95,170.21,85.11,4.23,45.00,-45.0,45.0,2.466
1761993970.794,5.045,4.460,1.830,87.94,100.66,273.95,173.29,86.65,5.00,45.00,-45.0,45.0,2.466
1761993970.815,5.066,4.460,1.830,87.94,97.58,273.95,176.37,88.19,5.00,45.00,-45.0,45.0,2.466
1761993970.836,5.088,4.460,1.830,87.94,94.51,273.95,179.44,89.72,5.00,45.00,-45.0,45.0,2.466
1761993970.857,5.109,4.460,1.830,87.94,93.20,273.95,-179.24,-89.62,-5.00,-45.00,45.0,-45.0,2.466
1761993970.881,5.133,4.460,1.830,66.69,89.28,273.95,-175.33,-87.67,5.00,-45.00,45.0,-45.0,2.466
1761993970.902,5.154,4.460,1.830,66.69,85.31,273.95,-171.35,-85.68,5.00,-45.00,45.0,-45.0,2.466
1761993970.924,5.175,4.420,2.000,66.69,81.31,270.00,-171.31,-85.65,0.12,-45.00,45.0,-45.0,2.420
1761993970.945,5.196,4.420,2.000,66.69,77.32,270.00,-167.32,-83.66,5.00,-45.00,45.0,-45.0,2.420
1761993970.968,5.219,4.420,2.000,66.69,74.63,270.00,-164.63,-82.31,5.00,-45.00,45.0,-45.0,2.420
1761993970.993,5.244,4.420,2.000,58.63,70.95,270.00,-160.95,-80.47,5.00,-45.00,45.0,-45.0,2.420
1761993971.014,5.266,4.420,2.000,58.63,67.29,270.00,-157.29,-78.64,5.00,-45.00,45.0,-45.0,2.420
1761993971.035,5.286,4.420,2.000,58.63,63.67,270.00,-153.67,-76.84,5.00,-45.00,45.0,-45.0,2.420
1761993971.055,5.307,4.420,2.000,58.63,62.66,270.00,-152.66,-76.33,2.45,-45.00,45.0,-45.0,2.420
1761993971.076,5.327,4.420,2.000,58.63,61.65,270.00,-151.65,-75.83,2.44,-45.00,45.0,-45.0,2.420
1761993971.097,5.348,4.420,2.000,67.47,61.75,270.00,-151.75,-75.88,-0.23,-45.00,45.0,-45.0,2.420
1761993971.119,5.370,4.420,2.000,67.47,61.85,270.00,-151.85,-75.92,-0.23,-45.00,45.0,-45.0,2.420
1761993971.139,5.391,4.380,1.950,67.47,61.95,271.20,-150.74,-75.37,2.67,-45.00,45.0,-45.0,2.381
1761993971.160,5.411,4.380,1.950,67.47,63.05,271.20,-151.85,-75.93,-2.68,-45.00,45.0,-45.0,2.381
1761993971.181,5.432,4.380,1.950,67.47,64.16,271.20,-152.96,-76.48,-2.60,-45.00,45.0,-45.0,2.381
1761993971.202,5.453,4.380,1.950,83.57,67.26,271.20,-156.05,-78.03,-5.00,-45.00,45.0,-45.0,2.381
1761993971.222,5.474,4.380,1.950,83.57,70.37,271.20,-159.17,-79.59,-5.00,-45.00,45.0,-45.0,2.381
1761993971.243,5.494,4.380,1.950,83.57,73.50,271.20,-162.29,-81.15,-5.00,-45.00,45.0,-45.0,2.381
1761993971.264,5.515,4.380,1.950,83.57,75.52,271.20,-164.32,-82.16,-4.91,-45.00,45.0,-45.0,2.381
1761993971.284,5.535,4.380,1.950,83.57,77.54,271.20,-166.34,-83.17,-4.90,-45.00,45.0,-45.0,2.381
1761993971.306,5.558,4.380,1.950,96.72,81.20,271.20,-169.99,-85.00,-5.00,-45.00,45.0,-45.0,2.381
1761993971.327,5.578,4.400,2.030,96.72,84.86,269.28,-175.57,-87.79,-5.00,-45.00,45.0,-45.0,2.400
1761993971.348,5.599,4.400,2.030,96.72,88.49,269.28,-179.21,-89.60,-5.00,-45.00,45.0,-45.0,2.400
1761993971.368,5.620,4.400,2.030,96.72,90.14,269.28,179.14,89.57,5.00,45.00,-45.0,45.0,2.400
1761993971.389,5.640,4.400,2.030,96.72,91.79,269.28,177.49,88.74,-4.01,45.00,-45.0,45.0,2.400
1761993971.411,5.662,4.400,2.030,114.53,95.64,269.28,173.65,86.82,-5.00,45.00,-45.0,45.0,2.400
1761993971.431,5.683,4.400,2.030,114.53,99.51,269.28,169.77,84.89,-5.00,45.00,-45.0,45.0,2.400
1761993971.452,5.703,4.400,2.030,114.53,103.38,269.28,165.90,82.95,-5.00,45.00,-45.0,45.0,2.400
1761993971.473,5.724,4.400,2.030,114.53,105.62,269.28,163.66,81.83,-5.00,45.00,-45.0,45.0,2.400
1761993971.493,5.744,4.400,2.030,114.53,107.87,269.28,161.42,80.71,-5.00,45.00,-45.0,45.0,2.400
1761993971.514,5.766,4.400,2.030,118.81,110.64,269.28,158.65,79.32,-5.00,45.00,-45.0,45.0,2.400
1761993971.535,5.786,4.400,2.070,118.81,113.40,268.33,154.93,77.47,-5.00,45.00,-45.0,45.0,2.401
1761993971.556,5.807,4.400,2.070,118.81,116.13,268.33,152.20,76.10,-5.00,45.00,-45.0,45.0,2.401
1761993971.576,5.827,4.400,2.070,118.81,116.67,268.33,151.66,75.83,-1.30,45.00,-45.0,45.0,2.401
1761993971.597,5.848,4.400,2.070,118.81,117.20,268.33,151.13,75.56,-1.30,45.00,-45.0,45.0,2.401
1761993971.618,5.869,4.400,2.070,109.31,116.55,268.33,151.78,75.89,1.52,45.00,-45.0,45.0,2.401
1761993971.639,5.890,4.400,2.070,109.31,115.90,268.33,152.43,76.21,1.58,45.00,-45.0,45.0,2.401
1761993971.660,5.911,4.400,2.070,109.31,115.25,268.33,153.08,76.54,1.56,45.00,-45.0,45.0,2.401
1761993971.680,5.931,4.400,2.070,109.31,114.06,268.33,154.27,77.14,2.89,45.00,-45.0,45.0,2.401
1761993971.701,5.952,4.400,2.070,109.31,112.87,268.33,155.46,77.73,2.89,45.00,-45.0,45.0,2.401
1761993971.721,5.973,4.390,2.050,103.57,110.96,268.80,157.84,78.92,5.00,45.00,-45.0,45.0,2.391
1761993971.744,5.995,4.390,2.050,103.57,109.06,268.80,159.75,79.87,4.23,45.00,-45.0,45.0,2.391
1761993971.765,6.016,4.390,2.050,103.57,107.16,268.80,161.65,80.82,4.61,45.00,-45.0,45.0,2.391
1761993971.785,6.036,4.390,2.050,103.57,106.44,268.80,162.36,81.18,1.74,45.00,-45.0,45.0,2.391
1761993971.806,6.057,4.390,2.050,103.57,105.72,268.80,163.08,81.54,1.75,45.00,-45.0,45.0,2.391
1761993971.826,6.077,4.390,2.050,83.42,102.52,268.80,166.28,83.14,5.00,45.00,-45.0,45.0,2.391
1761993971.847,6.098,4.390,2.050,83.42,99.29,268.80,169.51,84.76,5.00,45.00,-45.0,45.0,2.391
1761993971.867,6.119,4.390,2.050,83.42,96.04,268.80,172.77,86.38,5.00,45.00,-45.0,45.0,2.391
1761993971.888,6.139,4.390,2.050,83.42,93.49,268.80,175.31,87.65,5.00,45.00,-45.0,45.0,2.391
1761993971.909,6.160,4.390,2.050,83.42,90.95,268.80,177.85,88.93,5.00,45.00,-45.0,45.0,2.391
1761993971.929,6.181,4.390,2.050,63.42,85.96,268.80,-177.16,-88.58,-5.00,-45.00,45.0,-45.0,2.391
1761993971.950,6.201,4.420,1.860,63.42,80.93,273.31,-167.62,-83.81,5.00,-45.00,45.0,-45.0,2.424
1761993971.971,6.222,4.420,1.860,63.42,75.94,273.31,-162.63,-81.32,5.00,-45.00,45.0,-45.0,2.424
1761993971.991,6.243,4.420,1.860,63.42,73.42,273.31,-160.11,-80.05,5.00,-45.00,45.0,-45.0,2.424
1761993972.012,6.263,4.420,1.860,63.42,70.90,273.31,-157.59,-78.79,5.00,-45.00,45.0,-45.0,2.424
1761993972.033,6.284,4.420,1.860,53.51,67.14,273.31,-153.83,-76.92,5.00,-45.00,45.0,-45.0,2.424
1761993972.053,6.304,4.420,1.860,53.51,63.40,273.31,-150.09,-75.05,5.00,-45.00,45.0,-45.0,2.424
1761993972.074,6.325,4.420,1.860,53.51,59.71,273.31,-146.40,-73.20,5.00,-45.00,45.0,-45.0,2.424
1761993972.094,6.346,4.420,1.860,53.51,58.46,273.31,-145.15,-72.58,3.02,-45.00,45.0,-45.0,2.424
1761993972.115,6.366,4.420,1.860,53.51,57.22,273.31,-143.91,-71.96,3.02,-45.00,45.0,-45.0,2.424
1761993972.136,6.387,4.370,1.960,59.38,56.72,270.97,-145.75,-72.87,-4.42,-45.00,45.0,-45.0,2.370
1761993972.156,6.408,4.370,1.960,59.38,56.21,270.97,-145.24,-72.62,1.22,-45.00,45.0,-45.0,2.370
1761993972.177,6.428,4.370,1.960,59.38,55.71,270.97,-144.74,-72.37,1.23,-45.00,45.0,-45.0,2.370
1761993972.198,6.449,4.370,1.960,59.38,56.44,270.97,-145.47,-72.74,-1.79,-45.00,45.0,-45.0,2.370
1761993972.218,6.469,4.370,1.960,59.38,57.18,270.97,-146.21,-73.10,-1.78,-45.00,45.0,-45.0,2.370
1761993972.239,6.490,4.370,1.960,67.07,58.87,270.97,-147.90,-73.95,-4.10,-45.00,45.0,-45.0,2.370
1761993972.259,6.511,4.370,1.960,67.07,60.56,270.97,-149.60,-74.80,-4.11,-45.00,45.0,-45.0,2.370
1761993972.280,6.531,4.370,1.960,67.07,62.26,270.97,-151.29,-75.65,-4.10,-45.00,45.0,-45.0,2.370
1761993972.301,6.552,4.370,1.960,67.07,63.22,270.97,-152.25,-76.13,-2.34,-45.00,45.0,-45.0,2.370
1761993972.321,6.572,4.340,2.060,67.07,64.18,268.53,-155.65,-77.83,-5.00,-45.00,45.0,-45.0,2.341
1761993972.342,6.593,4.340,2.060,87.15,67.61,268.53,-159.08,-79.54,-5.00,-45.00,45.0,-45.0,2.341
1761993972.362,6.614,4.340,2.060,87.15,71.08,268.53,-162.55,-81.28,-5.00,-45.00,45.0,-45.0,2.341
1761993972.384,6.635,4.340,2.060,87.15,74.57,268.53,-166.04,-83.02,-5.00,-45.00,45.0,-45.0,2.341
1761993972.404,6.655,4.340,2.060,87.15,77.11,268.53,-168.57,-84.29,-5.00,-45.00,45.0,-45.0,2.341
1761993972.425,6.676,4.340,2.060,87.15,79.64,268.53,-171.11,-85.55,-5.00,-45.00,45.0,-45.0,2.341
1761993972.445,6.697,4.340,2.060,95.80,83.25,268.53,-174.71,-87.36,-5.00,-45.00,45.0,-45.0,2.341
1761993972.466,6.717,4.340,2.060,95.80,86.84,268.53,-178.31,-89.15,-5.00,-45.00,45.0,-45.0,2.341
1761993972.487,6.738,4.340,2.060,95.80,90.39,268.53,178.14,89.07,5.00,45.00,-45.0,45.0,2.341
1761993972.508,6.759,4.340,2.060,95.80,91.47,268.53,177.06,88.53,-2.52,45.00,-45.0,45.0,2.341
1761993972.530,6.781,4.410,1.990,95.80,92.55,270.24,177.68,88.84,1.44,45.00,-45.0,45.0,2.410
1761993972.550,6.802,4.410,1.990,116.11,96.13,270.24,174.11,87.05,-5.00,45.00,-45.0,45.0,2.410
1761993972.571,6.822,4.410,1.990,116.11,99.75,270.24,170.48,85.24,-5.00,45.00,-45.0,45.0,2.410
1761993972.592,6.843,4.410,1.990,116.11,103.39,270.24,166.85,83.42,-5.00,45.00,-45.0,45.0,2.410
1761993972.613,6.864,4.410,1.990,116.11,105.95,270.24,164.29,82.14,-5.00,45.00,-45.0,45.0,2.410
1761993972.634,6.885,4.410,1.990,116.11,108.52,270.24,161.72,80.86,-5.00,45.00,-45.0,45.0,2.410
1761993972.654,6.905,4.410,1.990,116.11,111.07,270.24,159.17,79.58,-5.00,45.00,-45.0,45.0,2.410
1761993972.675,6.926,4.410,1.990,116.11,113.60,270.24,156.63,78.32,-5.00,45.00,-45.0,45.0,2.410
1761993972.695,6.947,4.410,1.990,116.11,116.11,270.24,154.13,77.06,-5.00,45.00,-45.0,45.0,2.410
1761993972.716,6.967,4.410,1.990,116.11,116.11,270.24,154.13,77.06,0.00,45.00,-45.0,45.0,2.410
1761993972.737,6.988,4.420,2.050,116.11,116.11,268.82,152.71,76.35,-3.44,45.00,-45.0,45.0,2.421
1761993972.758,7.009,4.420,2.050,109.57,115.29,268.82,153.52,76.76,1.92,45.00,-45.0,45.0,2.421
1761993972.778,7.030,4.420,2.050,109.57,114.48,268.82,154.34,77.17,1.99,45.00,-45.0,45.0,2.421
1761993972.800,7.051,4.420,2.050,109.57,113.66,268.82,155.16,77.58,1.93,45.00,-45.0,45.0,2.421
1761993972.821,7.072,4.420,2.050,109.57,112.84,268.82,155.98,77.99,1.96,45.00,-45.0,45.0,2.421
1761993972.841,7.093,4.420,2.050,109.57,112.02,268.82,156.79,78.40,1.97,45.00,-45.0,45.0,2.421
1761993972.862,7.113,4.420,2.050,93.24,109.19,268.82,159.63,79.82,5.00,45.00,-45.0,45.0,2.421
1761993972.883,7.134,4.420,2.050,93.24,106.33,268.82,162.49,81.24,5.00,45.00,-45.0,45.0,2.421
1761993972.903,7.155,4.420,2.050,93.24,103.46,268.82,165.36,82.68,5.00,45.00,-45.0,45.0,2.421
1761993972.924,7.175,4.400,1.990,93.24,101.41,270.24,168.83,84.42,5.00,45.00,-45.0,45.0,2.400
1761993972.945,7.196,4.400,1.990,93.24,99.35,270.24,170.89,85.44,4.99,45.00,-45.0,45.0,2.400
1761993972.965,7.216,4.400,1.990,82.70,95.99,270.24,174.25,87.12,5.00,45.00,-45.0,45.0,2.400
1761993972.987,7.238,4.400,1.990,82.70,92.63,270.24,177.61,88.81,5.00,45.00,-45.0,45.0,2.400
1761993973.008,7.259,4.400,1.990,82.70,89.29,270.24,-179.05,-89.53,-5.00,-45.00,45.0,-45.0,2.400
1761993973.029,7.280,4.400,1.990,82.70,87.97,270.24,-177.73,-88.87,3.21,-45.00,45.0,-45.0,2.400
1761993973.049,7.300,4.400,1.990,82.70,86.65,270.24,-176.41,-88.21,3.21,-45.00,45.0,-45.0,2.400
1761993973.070,7.321,4.400,1.990,64.92,83.14,270.24,-172.90,-86.45,5.00,-45.00,45.0,-45.0,2.400
1761993973.090,7.342,4.400,1.990,64.92,79.60,270.24,-169.36,-84.68,5.00,-45.00,45.0,-45.0,2.400
1761993973.111,7.362,4.400,1.990,64.92,76.05,270.24,-165.81,-82.91,5.00,-45.00,45.0,-45.0,2.400
